"","X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"3622",3622,"jeremy",1322673057,666630,"30/11/2011 17:10","no",421,1.38,5.12,-87.7,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0,-0.02,-17,5,30,54,623,-329,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.01,1.11,-0.51,-271,233,-67,-275,419,493,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,64.96883434,-40.61350444,-76.33669535,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0.08,-128,196,-224,-448,450,-34,26.5,72.9,54.8,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.82,2.44,0.26,-173,37,-170,-679,268,648,"A"
"3626",3626,"jeremy",1322673057,890674,"30/11/2011 17:10","no",421,0.88,3.93,-88,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.03,-0.05,-13,1,33,44,626,-322,0,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,1.49,-0.54,-141,176,-45,301,263,541,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,69.01643414,-45.01571139,-69.01643414,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,-0.03,-0.41,-136,199,-199,-461,434,-51,70.3,27.7,93.5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,2.25,0.46,173,306,-108,-542,721,830,"A"
"3627",3627,"jeremy",1322673057,917277,"30/11/2011 17:10","no",421,0.82,3.91,-88,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.02,-0.05,-15,1,31,40,621,-321,0,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,1.41,-0.49,-129,180,-28,332,252,519,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,62.45729352,-33.92275813,-83.28071578,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0.03,-0.44,-103,181,-229,-460,432,-48,70.8,25,93.5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61,1.96,0.38,-51,293,-162,-513,747,832,"A"
"3629",3629,"jeremy",1322673057,950726,"30/11/2011 17:10","no",421,0.55,3.52,-88.1,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,0,-0.03,-7,-4,41,38,624,-316,0,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.83,1.17,-0.69,-47,138,-34,549,136,399,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.36222826,-47.17734904,-65.89255847,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.08,-1,-144,205,-194,-474,417,-36,70.7,6.21,95.9,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.75,1.98,0.2,95,257,-141,-363,795,868,"A"
"3641",3641,"jeremy",1322673058,454691,"30/11/2011 17:10","no",422,0.42,5.24,-87.8,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.02,0,-11,1,36,57,630,-322,0,0,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0.58,-0.43,186,38,-214,743,-115,-99,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,56.24156117,-51.07083639,-76.21332762,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.32,0.13,-143,156,-202,-499,380,2,70,-30.7,110,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,-1.46,-0.2,211,292,-117,1,669,776,"A"
"3644",3644,"jeremy",1322673058,482618,"30/11/2011 17:10","no",422,0.59,5.9,-87.8,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0,0.02,-19,0,38,62,631,-320,0,0,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.1,0.07,164,15,-274,736,-136,-123,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,60.55063202,-49.1000898,-73.90471661,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.26,0.13,-140,169,-200,-487,388,-4,68.9,-14.6,112,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,-2.87,-0.07,237,274,-87,-147,749,861,"A"
"3645",3645,"jeremy",1322673058,562623,"30/11/2011 17:10","no",422,0.73,6.14,-87.8,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,0.02,-19,8,33,59,624,-317,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,-0.42,-0.13,159,16,-248,735,-121,-109,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,65.74879805,-47.24019414,-70.45163704,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.42,0.08,-137,184,-195,-484,401,-9,69.3,-1.24,114,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,-3.26,0.08,201,280,-99,-288,801,879,"A"
"3651",3651,"jeremy",1322673058,742677,"30/11/2011 17:10","no",422,0.93,4.68,-88,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,-0.02,0,-13,3,33,53,624,-324,0,0,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91,-0.88,0.44,104,82,-202,742,-8,110,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.74718053,-43.84278251,-71.20109017,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.53,-0.15,-128,189,-197,-441,444,-44,67.4,49.5,110,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,-3.23,0.08,-11,186,-153,-651,535,708,"A"
"3656",3656,"jeremy",1322673059,46654,"30/11/2011 17:10","no",423,0.72,3.64,-88.1,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0,0.02,-8,1,41,42,634,-306,0,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,-0.87,0.43,-82,174,-107,464,187,459,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,66.20772232,-39.56084965,-75.89504051,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,0.14,-0.92,-126,201,-225,-426,462,-49,-47.5,82.3,-11.9,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,-3.28,0.39,-162,43,-189,-605,-19,401,"A"
"3675",3675,"jeremy",1322673059,974691,"30/11/2011 17:10","yes",423,0.72,3.47,-87.9,5,"0.656377","2.503089","#DIV/0!","-0.782067","-0.352534","#DIV/0!",-87.8,5,"0.7",-88.2,3,"0.7",0.4,2,"0.0000",0.2,1,0.1,0,4.4,0.5,0.2,-87.9,0.1,0.01,-0.03,0,-0.02,-15,6,44,41,624,-325,0,0,0,37,42.6485,0,0,0,0,0,0,0,0,0,-2.5,1.62,-0.64,-259,244,-49,-119,428,506,"#DIV/0!","#DIV/0!","-0.35372","#DIV/0!","#DIV/0!","-1.04279",0,0,38,0,0,16,0,0,22,54.5,-53.4,-75.7,"2.6270","1.0961","#DIV/0!","-1.3682","-0.4960","#DIV/0!",-31.4,-65.8,"2.6",-58.6,-89.8,"2.6",27.2,24,"0.00",33,1.1286,66.3358,6.7643,45.7556,-40.2253,5.4643,29.8582,-74.9547,4.6622,21.7364,0.51,-0.32,-1.2,-163,166,-220,-462,438,-59,75.1,-25,94.9,"-0.7241","-1.7681","#DIV/0!","-0.8684","-0.3778","#DIV/0!",83.1,98.3,"-0.7",-25,-44.3,"-0.7",108.1,142.6,"0.00",33,19.50601,14.4634,67.32813,4533.0766,48.58894,34.60658,1197.61505,40.54638,62.15716,3863.51268,-1.16,2.67,0.31,213,217,-116,-86,722,853,"A"
"3683",3683,"jeremy",1322673060,274686,"30/11/2011 17:11","no",424,0.45,4.27,-87.9,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0,0.02,-13,3,36,43,632,-318,0,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,1.28,-0.69,-44,157,-63,557,160,392,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,53.526905,-47.37107883,-81.713478,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0,-0.71,-127,142,-203,-512,350,2,81.3,-32.8,104,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,-1.25,0.52,192,273,-140,8,666,732,"A"
"3688",3688,"jeremy",1322673060,434748,"30/11/2011 17:11","no",424,0.83,4.89,-87.8,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0,0.02,-13,2,35,52,626,-316,0,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,0.77,-0.23,66,96,-154,735,0,112,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,46.45652033,-56.68257525,-79.63417094,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.26,-0.15,-157,131,-209,-505,373,18,76.6,2.46,113,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43,-3.71,-0.44,194,297,-122,-330,807,874,"A"
"3698",3698,"jeremy",1322673060,934718,"30/11/2011 17:11","no",424,0.77,3.68,-88,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0,-0.02,-12,-1,38,47,632,-318,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,-0.72,0.41,125,65,-255,749,-36,-8,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,63.2432881,-43.84684743,-75.57255622,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.43,-0.44,-130,181,-210,-434,453,-42,-108,78.1,-72.5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,-2.52,-0.02,-190,-46,-190,-551,-149,381,"A"
"3725",3725,"jeremy",1322673061,676137,"30/11/2011 17:11","no",425,0,2.69,-88.5,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,-0.03,-0.08,-14,-2,40,33,629,-314,0,0,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.1,-0.39,-236,212,-80,-381,444,391,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,68.00570123,-38.1738054,-75.11534145,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,-0.08,-0.69,-125,211,-229,-462,422,-41,91.1,-28,92.1,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14,2.04,-0.34,223,242,-129,-42,706,780,"A"
"3733",3733,"jeremy",1322673062,174668,"30/11/2011 17:11","no",426,-0.32,4.08,-88.4,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.02,0.03,-12,0,43,33,627,-295,0,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.78,1.53,-0.79,-83,171,-62,507,198,428,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,63.48917413,-43.85186858,-75.33359046,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.18,-0.33,-126,176,-203,-519,354,6,86.7,2.39,113,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,-3.5,-0.64,185,307,-123,-372,800,895,"A"
"3741",3741,"jeremy",1322673062,538738,"30/11/2011 17:11","no",426,0.51,5.35,-88.4,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,0.03,-13,3,38,36,626,-304,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.28,0.72,-0.67,165,28,-236,749,-79,-43,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,65.44891031,-45.40009738,-72.23104679,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.34,0,-134,186,-202,-482,398,-19,123,73,160,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,-3.63,0.11,-183,70,-176,-643,82,447,"A"
"3753",3753,"jeremy",1322673063,6659,"30/11/2011 17:11","no",427,0.47,5.5,-88.3,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.02,0,-21,1,42,42,631,-316,0,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,-1.03,0.25,43,112,-141,707,59,207,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,64.76803619,-38.01426763,-78.37009312,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.53,-0.38,-123,200,-234,-463,440,-72,100,51.4,124,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.17,3.63,0.3,-57,166,-178,-678,430,687,"A"
"3777",3777,"jeremy",1322673064,50658,"30/11/2011 17:11","no",428,-1.23,3.05,-89.4,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.02,-0.03,-12,-2,50,22,636,-287,0,0,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,1.88,-0.57,-250,250,-30,20,397,526,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,61.77146629,-46.23250685,-75.09858577,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,-0.26,-0.98,-134,174,-205,-527,351,-15,94.6,6.62,116,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,-3.56,-0.18,103,271,-143,-428,786,889,"A"
"3790",3790,"jeremy",1322673064,558702,"30/11/2011 17:11","no",428,-0.06,7.11,-89,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.02,0.05,-20,2,47,47,634,-302,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.89,0.56,-0.64,130,57,-254,747,-77,-81,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,65.74206029,-46.22031154,-71.28833283,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,0.43,-0.07,-135,185,-198,-483,406,-46,173,77.1,-146,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,-0.45,-0.41,-204,-154,-207,-556,-127,384,"A"
"3799",3799,"jeremy",1322673064,910627,"30/11/2011 17:11","no",428,0.42,6.05,-89.2,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,0,0,-13,3,46,41,626,-301,0,0,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99,-0.74,0.26,128,64,-212,752,-12,-8,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,54.27393133,-47.54313333,-80.91423689,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,-0.02,-1.36,-148,167,-234,-470,425,-62,102,45.9,123,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.85,4.01,0.08,-19,141,-138,-678,445,759,"A"
"3812",3812,"jeremy",1322673065,307681,"30/11/2011 17:11","no",429,0.68,5.34,-89,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.02,0.03,-13,2,43,36,638,-301,0,0,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,-1.43,0.95,-299,230,-72,-57,409,525,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,58.86508881,-36.32919777,-85.10195532,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0,0.21,-112,175,-237,-474,407,-61,115,-37.2,71.7,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29,0.35,1.12,239,228,-117,90,586,699,"A"
"3818",3818,"jeremy",1322673065,582636,"30/11/2011 17:11","no",429,1.07,4.71,-89,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0.02,0.02,-15,7,40,34,635,-293,0,0,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,-0.85,0.26,-242,218,-53,-368,449,396,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,57.66537077,-34.77290331,-87.2450596,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,-0.02,-0.08,-105,168,-236,-485,393,-50,114,-34.5,84.7,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,-1.27,-0.23,206,226,-162,24,659,726,"A"
"3825",3825,"jeremy",1322673065,678678,"30/11/2011 17:11","no",429,0.87,3.79,-89.1,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.02,-0.03,-13,1,42,26,630,-298,0,0,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.17,0.88,-0.54,-265,216,-71,-314,430,447,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,62.67959993,-49.16754,-71.82707798,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.13,-0.57,-132,164,-184,-489,398,-49,102,-4.71,113,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,-3.4,-0.44,172,301,-147,-367,801,884,"A"
"3843",3843,"jeremy",1322673066,338710,"30/11/2011 17:11","no",430,0.49,5.05,-89,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.02,0.03,-14,2,42,36,641,-292,0,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.42,1.2,-0.82,63,106,-156,746,-17,110,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,66.67950817,-44.65905242,-71.6139339,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.48,0.03,-125,179,-190,-502,385,-21,138,70.2,178,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,0.75,0.15,-205,-88,-196,-591,-47,459,"A"
"3851",3851,"jeremy",1322673066,734658,"30/11/2011 17:11","no",430,1.25,5.04,-89,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.02,0,-17,3,39,39,631,-309,0,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17,-0.83,0.16,108,76,-182,740,-12,97,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,59.86714538,-46.69968383,-76.51230068,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,-0.06,-1.31,-143,179,-220,-482,418,-40,105,13.4,108,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.87,2.23,0.64,-16,276,-148,-526,750,905,"A"
"3857",3857,"jeremy",1322673067,258677,"30/11/2011 17:11","no",431,1.55,4.76,-88.7,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.05,0.02,-18,5,41,40,626,-317,0,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97,-1.41,0.28,-123,162,-1,258,281,549,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,60.67181662,-42.97746216,-78.6688785,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.03,-0.03,-133,182,-226,-485,412,-52,115,-29,79.5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51,1.59,0.15,223,224,-143,-31,699,800,"A"
